date;cod_cliente;cliente_nome;alunos_ativos;total_em_recebiveis;total_conta_pagar;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia
2020/03;1934;Cross1Fit;34;9223;;0;6186
2020/03;1936;CFP9 CasaShopping;419;153202;;4375;134258
2020/03;1943;Academia Ramirez;84;13348;;2881;1217
2020/03;1945;MAFIA CF CROSSTRAINING;35;5879;;2314;1471
2020/03;1949;BABY GYM;30;7102;;4084;677
2020/03;1951;AKTIVE CENTRO DE SAUDE E BEM ESTAR;212;14152;;0;0
2020/03;1954;EMAGREFIT;52;13479;;0;0
2020/03;1955;KOR CrossFit;189;50609;;0;44234
2020/03;1966;Academia Bio Fitness;976;73308;;44340;1088
2020/03;1967;centro de treinamento body & soul;41;13874;;0;9104
2020/03;1990;Tribo fitness unidade Belém;139;13084;;0;1991
2020/03;1991;CT BOLA PRA CIMA;167;16018;;0;0
2020/03;1992;Kahu CrossFit;118;31821;;0;17510
2020/03;1996;Elleven Futebol Studio;97;17418;;5246;6943
2020/03;1998;STUDIO BROOK FIGHTER;79;11311;;8825;290
2020/03;2000;Saúde e fitness;74;11238;;0;0
2020/03;2022;VIVA ACADEMIA DE NATAÇÃO E HIDROGINÁSTICA;143;24492;;12332;0
2020/03;2023;UNIDADE 1 ITAPARK;457;26444;;17267;1293
2020/03;2027;JSJ ESPORTES E ENTRETENIMENTO LTDA;193;24025;;8535;0
2020/03;2028;MOREIRA FIT I;52;3687;;0;0
2020/03;2034;ACADEMIA COLISEO;925;80527;;3146;61257
2020/03;2087;Studio Angelo Molina;60;19180;;0;16986
2020/03;2088;UPEX FIT;636;69059;;44482;0
2020/03;2092;SOU PILATES;50;12851;;804;0
2020/03;2103;2103;0;0;;;
2020/03;2139;Intense Fitness Itabira;92;20251;;3078;306
2020/03;2174;Unit55 CrossFit;198;39477;;170;36630
2020/03;2179;CROSSBOX;147;11059;;0;1187
2020/03;2193;OSY FIT - Guaraituba;484;49854;;24503;0
2020/03;2198;Centro de Treinamento Team Cruz;185;28384;;3926;18938
2020/03;2204;ARENA EKO;91;10702;;833;7877
2020/03;2205;I9 CROSSFIT;114;21964;;5866;11251
2020/03;2216;Estúdio Andréa Schaidt;28;4575;;0;0
2020/03;2224;Bravus centro de treinamento;105;13637;;1939;2843
2020/03;2229;Fit House;79;7493;;0;3819
2020/03;2231;Centro de Natação Camboriú;280;34242;;6216;9847
2020/03;2240;Grupo Joyce Fitness;169;40534;;6105;0
2020/03;2265;CFJM;146;28902;;9851;12744
2020/03;2276;ACADEMIA R2;529;68977;;50296;2097
2020/03;2303;Studio Funcional 360 Studio;120;14725;;3880;8498
2020/03;2312;Studio Nataraja Flow Yoga;84;52480;;34409;2353
2020/03;2344;Tribo fitness São luis Maranhão;67;9126;;2900;0
2020/03;2360;BIOTRAINING;256;21038;;11852;974
2020/03;2367;Academia Black Bull Fit;321;43167;;27109;10482
2020/03;2387;Vitta Physio;69;9729;;5044;0
2020/03;2389;Arena;75;10806;;6597;0
2020/03;2397;Vessel CrossFit;97;25544;;2190;11097
2020/03;2408;Studio Core - Saúde & Performance;50;12906;;0;4252
2020/03;2419;BODYFIT - Movimente-se!;166;14020;;0;0
2020/03;2433;CROSSFIT ESTIVADORES;172;36242;;28303;0
2020/03;2448;Focus Gym;214;11831;;5074;0
2020/03;2473;EDER PIRES RUN & FITNESS ASSESSORIA;68;7266;;1283;0
2020/03;2490;Crossfit 6450;125;27916;;2699;15004
2020/03;2497;Cross Let's Wod Americana;207;18130;;449;15318
2020/03;2501;Bodytrend;25;8649;;0;0
2020/03;2502;Extremo vigor academia;264;18257;;4373;0
2020/03;2516;ATP ENERGY ACADEMIA;205;18862;;4869;10456
2020/03;2518;Fort Cross;180;29499;;4617;0
2020/03;2522;Academia Vita FIT;149;9687;;684;3944
2020/03;2525;HI Power Fitness Center;233;25568;;6076;0
2020/03;2536;Crossfit 79;127;53279;;11167;35941
2020/03;2543;Tubarão CrossFit;132;24689;;15446;0
2020/03;2544;Crossfit Invictus MG;73;9894;;5697;0
2020/03;2550;RIP HUMAN PERFORMANCE - ÁGUA VERDE;55;8819;;3745;2993
2020/03;2565;STUDIO ÃNANDDA;170;61617;;45162;6573
2020/03;2569;CrossFit Guepardo;218;61147;;28764;23426
2020/03;2572;Academia Vibe;211;11623;;2947;4
2020/03;2577;32 PHD SPORTS - JARDIM DA AMERICAS;427;32874;;3053;19250
2020/03;2601;Musculação Estivadores;215;21031;;9820;4372
2020/03;2609;CrossTx;50;7880;;0;0
2020/03;2610;CROSSFIT LP;108;14206;;5422;0
2020/03;2613;OverFit;456;32151;;9700;9041
2020/03;2624;Crossfit Caçadores;113;16187;;0;0
2020/03;2633;SER ATIVO - STUDIO E ASSESSORIA ESPORTIVA;47;8006;;0;4805
2020/03;2647;26 PHD SPORTS - Boqueirão 2647;276;16458;;5347;2025
2020/03;2648;Mangata Crossfit;151;20709;;12187;0
2020/03;2649;Arbo Crossfit;278;61681;;10422;38390
2020/03;2661;Muscle Room;65;11370;;5078;4689
2020/03;2663;Yoga OM;72;25911;;2875;5235
2020/03;2671;Eiger Crossfit;65;15100;;800;12050
2020/03;2679;Pilates OldSchool;6;2128;;0;0
2020/03;2696;Brolex Body Studio;254;45375;;28748;0
2020/03;2698;Academia Force Fit;307;16106;;2252;0
2020/03;2709;ACADEMIA DUQUE DE CAXIAS;1263;0;;;
2020/03;2712;Studio Gil Pilates;39;15205;;12344;0
2020/03;2713;CROSSFIT CRISTO REI;86;18638;;18638;0
2020/03;2720;CARDIO FITNESS TREINAMENTO FUNCIONAL;42;6683;;0;0
2020/03;2725;Acqua life baby&kids;246;43958;;3842;31532
2020/03;2738;Personal Diogo Machado;47;3749;;0;0
2020/03;2742;Studio Evolution Fitness;395;51256;;18586;0
2020/03;2747;Condá CrossFit;202;39392;;3360;24344
2020/03;2759;Prime Fit;544;49471;;17067;4266
2020/03;2792;Baby Gym Bento;30;3245;;675;1378
2020/03;2807;cosenza team;41;5067;;867;0
2020/03;2811;Crossfit Beach 787;193;28269;;10179;4245
2020/03;2838;Rizerva Zen;17;3958;;3958;0
2020/03;2843;Reino CrossFit;79;22261;;0;2235
2020/03;2858;Espaço One;0;42384;;8092;0
2020/03;2864;5FTraining;47;11714;;1523;8733
2020/03;2870;Fisiform;403;68798;;49631;264
2020/03;2887;Academia Mahatma;961;104583;;79457;0
2020/03;2890;PRIME SHAPE;496;39439;;16801;0
2020/03;2892;Corpus Cristo Rei;380;31918;;8871;14867
2020/03;2895;ACADEMIA MC SPORTS;1118;163636;;78979;0
2020/03;2898;Happiness Academia em Movimento;474;44733;;18370;15493
2020/03;2899;CF Blackfoxx;79;10704;;1696;4705
2020/03;2922;Crossfit Locomotiva;149;31927;;14224;11015
2020/03;2925;ACADEMIA LIFE FITNESS;259;25617;;3007;5100
2020/03;2932;ACADEMIA SKY BLUE;357;30013;;5501;13994
2020/03;2940;Crossfit High Pulse - Matriz;153;26699;;17086;4263
2020/03;2967;ESTÚDIO PERSONALE;145;35497;;17152;0
2020/03;2972;CROSSFIT SCAR;116;22287;;3765;7483
2020/03;2977;Studio Rafael Alvares metodologia de treinamento fisico;32;12300;;0;0
2020/03;2983;05 PHD SPORTS - PORTÃO 2983;431;39607;;4945;26787
2020/03;2991;STUDIO LABFIT;52;23820;;0;0
2020/03;2996;Crossfit IG;179;42902;;20514;0
2020/03;3008;ESYSP Estudio de Yoga São Paulo;75;20336;;3868;9128
2020/03;3012;King of Kings CrossFit;46;13870;;0;0
2020/03;3014;Infante Crossfit;81;13752;;473;10889
2020/03;3018;Pilates Equipe Atlética;35;7676;;0;0
2020/03;3020;ESTIVADORES FRG;150;27637;;1616;18044
2020/03;3040;Dynamo 1;989;170216;;58794;77778
2020/03;3043;Go fit Academia;449;48811;;13056;25964
2020/03;3064;UM CrossFit;54;10874;;4101;1412
2020/03;3066;Academia Reset;635;60978;;0;37868
2020/03;3072;Box Cross C3;70;10657;;3029;0
2020/03;3093;MET Treinamento Físico Funcional;56;12292;;5096;0
2020/03;3104;Carpe Diem Studio;11;8159;;490;0
2020/03;3107;Milhas Assessoria Esportiva;234;35363;;25622;1958
2020/03;3122;CROSSFIT MARINGA;343;65091;;21213;5740
2020/03;3126;FONTOURA PERSONAL;30;5615;;0;0
2020/03;3147;Crossfit 828;124;26798;;3561;3592
2020/03;3156;Studio Wings pole aerials dance;44;13697;;987;105
2020/03;3181;Champions Box;100;9138;;1316;6126
2020/03;3182;Personal Place;724;80646;;24871;23263
2020/03;3185;Crossfit High Pulse - Linha Verde;91;14819;;12248;0
2020/03;3194;Crossfit High Pulse - Maestro;118;22321;;8311;7524
2020/03;3197;Red Dança e Comportamento;55;12086;;1197;3357
2020/03;3203;Eleven Fit;812;57976;;13619;16880
2020/03;3206;CFT OLYMPUS;53;9730;;3105;2220
2020/03;3212;UNIDADE 2 ALMIRANTE;427;27037;;20848;2128
2020/03;3219;ESTUDIO MAIS PILATES;38;10423;;5604;923
2020/03;3223;Top Fit Saúde e Performance;59;7190;;0;0
2020/03;3224;Touros Fit;51;8072;;0;3250
2020/03;3226;Cross Health Treinamento Especializado;148;31610;;5181;0
2020/03;3229;Hatha Vinyasa Yoga por Camila Reitz;86;19386;;2923;11835
2020/03;3232;P1 Fitness Center;1055;100902;;14100;32547
2020/03;3234;CrossFit Congonhas;156;24278;;0;0
2020/03;3239;Marhaba Dança;61;13010;;551;8780
2020/03;3247;Crossfit High Pulse - Araucária;91;11095;;3190;4014
2020/03;3253;Crossfit High Pulse - Alphaville;134;17301;;4668;0
2020/03;3256;Hora Fitness;281;23194;;11610;0
2020/03;3262;Brooklyn Functional GYM;53;10606;;1951;4998
2020/03;3284;NAXOS TRAINING;99;11488;;7176;0
2020/03;3288;Brutu´s Cross training;71;6309;;0;0
2020/03;3295;HEAD COACH;282;27372;;2420;0
2020/03;3319;Fisioprev personal;12;19439;;0;909
2020/03;3329;Crossfit Iracema;94;18732;;13907;0
2020/03;3341;Crossfit High Pulse - Guarapuava;195;31529;;5366;15271
2020/03;3345;CrossFit Selvagem;17;6779;;2135;538
2020/03;3358;ASSOCIAÇÃO ATLÉTICA COOPAVEL;120;17943;;0;0
2020/03;3364;Crossfit estrada Real;81;13915;;889;0
2020/03;3366;Roma Academia;129;9508;;1460;0
2020/03;3372;Crossfit Osasco;116;28180;;0;7652
2020/03;3384;AdarshaYoga;38;10752;;180;9926
2020/03;3391;On Brasilia;38;9991;;7888;0
2020/03;3402;STUDIO TELMA MENEZES Studio 2;111;46256;;7757;0
2020/03;3428;Crossfit High Pulse - Paranaguá;100;9443;;6502;0
2020/03;3435;sparta cross;98;10888;;2283;0
2020/03;3438;CrossFit Friburgo;256;44146;;15346;0
2020/03;3453;INOVE ACADEMIA;229;17186;;509;0
2020/03;3455;Lucas Silva Personal Trainer e Coach de emagrecimento;13;7582;;0;0
2020/03;3456;CROSSFIT BLACK HOUSE;227;45806;;3339;36079
2020/03;3457;Box Aeroporto - Marília;79;8502;;3419;3047
2020/03;3460;CrossFit RedCore;111;14609;;1944;5737
2020/03;3464;UPLAY FITNESS - MARINGÁ;1124;104568;;11949;80676
2020/03;3470;Gabriel Graciani;62;7995;;0;0
2020/03;3473;Mutação Crossfit;91;12385;;7563;0
2020/03;3482;Taurus Box;134;17527;;3928;6475
2020/03;3487;Crossfute;131;20713;;19230;0
2020/03;3496;STUDIO 1;46;9519;;0;0
2020/03;3509;Vassalos CrossFit;181;26171;;2909;12447
2020/03;3524;Polar Fit Club;375;22241;;1469;10436
2020/03;3529;X-RUN Team;68;10171;;0;0
2020/03;3537;Arena Sparta;0;0;;78;0
2020/03;3538;CrossFit Pinheiros;93;33139;;5446;20828
2020/03;3539;Parque 7788 CrossFit;66;22033;;17106;0
2020/03;3542;CrossFit Vivá;86;17194;;7479;0
2020/03;3544;Academia Aperfeisuando;249;17748;;2058;0
2020/03;3545;Zaganelli jiu-jitsu Vitoria -ES;80;9847;;2787;0
2020/03;3547;Crossfit High Pulse - Irati;83;5984;;4567;0
2020/03;3548;CrossFit Kruger;81;15282;;1011;12406
2020/03;3555;CT Malvadeza;114;9005;;0;0
2020/03;3566;CrossFit Brusque;171;21709;;16159;0
2020/03;3571;Crossfit Piracicaba;321;58722;;34993;10525
2020/03;3572;CROSSFIT BUTANTA;143;36099;;0;11506
2020/03;3574;LIQUID ONE;24;3482;;0;3482
2020/03;3576;CrossFit GU Gama;240;21977;;11477;0
2020/03;3583;LACQUA;203;23880;;0;0
2020/03;3584;META TREINE;42;10088;;0;0
2020/03;3585;Cia Fit;232;22907;;10204;0
2020/03;3586;Crossfit Bars N Rings;52;15942;;2927;11242
2020/03;3591;Allinea Pilates;148;46642;;0;0
2020/03;3595;Champion Training;37;5447;;0;0
2020/03;3600;Stone fit centro de treinamento;48;5475;;0;0
2020/03;3604;CF Betterlife;88;9210;;100;0
2020/03;3641;UBKN FITNESS;22;3480;;170;0
2020/03;3645;Espaço Vibre;318;140015;;13959;0
2020/03;3649;CrossFit Gade;75;6893;;361;1462
2020/03;3650;Rústica;65;19217;;3253;2342
2020/03;3651;Ct Energia Thai Leonardo Team;73;6500;;0;0
2020/03;3652;CH TRAINING BOX;89;17739;;0;0
2020/03;3676;Life+ Cross Training;44;4349;;1849;0
2020/03;3696;CT VIKINGS BOX 01;44;5305;;0;0
2020/03;3705;3050 CrossFit;204;73075;;6294;55457
2020/03;3720;Vida Ativa Oficina de Saúde;216;24960;;3226;0
2020/03;3721;RITMEI CAMBUI;131;32352;;13753;7406
2020/03;3725;Empire Training;66;4560;;0;0
2020/03;3737;RTF Studio;69;9521;;0;0
2020/03;3739;HM PERSONAL STUDIO;61;7322;;2679;916
2020/03;3742;Funcional Academia Personalizada;89;20241;;13295;0
2020/03;3753;4ALL Gym & Wellness;268;14913;;3989;0
2020/03;3754;Crossfit Pumawari;61;18508;;11808;0
2020/03;3783;Olímpia Fitness;265;31803;;0;25997
2020/03;3788;IAR CROSS TRAINING;78;8766;;3609;905
2020/03;3796;BOX Full Energy - Treinamento Funcional e Nutrição;92;7986;;7596;0
2020/03;3814;Dojo Fight;42;19654;;7656;0
2020/03;3841;Bôtos GYM - Piúma;306;35883;;2036;14176
2020/03;3848;CrossFit 567 - Campeche;104;29626;;23169;420
2020/03;3863;Bini Sports & Escola Coxa;127;8871;;275;2104
2020/03;3864;CFJF2;87;17837;;9884;0
2020/03;3865;DRAIOHN TREINAMENTO FÍSICO FUNCIONAL;45;13036;;2986;0
2020/03;3866;K2 Trindade;49;12603;;0;9173
2020/03;3890;Fullife Treinamento Físico Personalizado;61;12475;;0;0
2020/03;3892;Brave Community Fitness;121;35718;;19492;0
2020/03;3895;TUDORS CROSSFIT E LANCHONETE LTDA;220;51684;;2439;40140
2020/04;1;ACADEMIA CLUB FITNESS CURITIBA;101;8827;0;2964;5862
2020/04;3;18 PHD SPORTS - AV. MARINGÁ - PINHAIS 3;704;46761;76666;14744;31867
2020/04;4;LIVING FITNESS;197;16723;0;9894;4560
2020/04;5;04 PHD SPORTS - JOÃO NEGRÃO - CENTRO 5;536;25038;16625;3775;18825
2020/04;8;Associação Atlética Banco do Brasil;43;0;0;0;0
2020/04;10;ACADEMIA ONE;816;109179;88032;6188;79422
2020/04;11;UELFIT Academia;42;370;0;0;0
2020/04;12;MEGA FITNESS;154;17359;0;10282;4283
2020/04;14;ENERGYN ACADEMIA;859;82480;0;31949;50531
2020/04;15;Power Fit Academia;299;443;0;0;173
2020/04;18;Academia 4Fitness;169;14829;;12155;988
2020/04;21;ESPACO ATIVO;164;9710;;9128;0
2020/04;24;10 PHD SPORTS - ALTO DA XV 24;359;34819;;3970;28336
2020/04;27;The Factory Gym;341;59938;;42460;13192
2020/04;42;ACADEMIA FENIX;158;14079;;12876;0
2020/04;47;JF STRONG GYM;100;6668;;6668;0
2020/04;53;INFITINESS ACADEMIA;276;20495;;7739;12056
2020/04;54;HR STUDIO;55;14744;;0;12974
2020/04;58;World Gym;1110;147170;;132682;0
2020/04;59;Academia Oxygym;697;61061;;47845;11849
2020/04;63;ACADEMIA IMPACTO;87;5158;;1390;0
2020/04;68;Ace Fit Club;257;24224;;12443;955
2020/04;78;ASSOCIACAO BUJIN DO KAN DE KARATE;0;0;;;
2020/04;79;CT MOVE TREINAMENTO FUNCIONAL;78;15882;;5021;8620
2020/04;81;BE BOLD HARDTRAINING;56;8791;;5851;1211
2020/04;82;CENTRO DE KRAV MAGA DO PARANA;140;23500;;1465;15556
2020/04;89;CrossFit SANJA;131;23120;;877;18527
2020/04;91;STRIKER'S HOUSE;123;7081;;1273;0
2020/04;93;AQUAFLEX ACADEMIA;630;50677;;40624;2644
2020/04;98;BRAVUS CLUB;227;45954;;7747;36017
2020/04;105;DMIX FITNESS 1;97;4393;;3120;860
2020/04;107;CENA;372;66214;;62225;0
2020/04;110;FIT COMPANY;1200;110519;;105921;0
2020/04;111;FIELD FITNESS;513;32299;;25217;1756
2020/04;112;CWB Defense;123;17827;;1853;12377
2020/04;119;FISIOMASTER JARDIM;393;98353;;44914;680
2020/04;124;Galpão 898;60;14855;;5732;0
2020/04;125;SPACE GYM BACACHERI;706;60171;;49304;2400
2020/04;128;THE KING GYM;257;17670;;5574;8549
2020/04;129;LIFE TEAM;87;5472;;5332;139
2020/04;133;NARA GUEDES BRANDAO - ME;52;11125;;0;0
2020/04;134;ACADEMIA UP BY GURIK;218;14633;;8882;2930
2020/04;153;Fisiomaster Praia;277;54524;;31087;4811
2020/04;161;Esporte Clube XV de Novembro de Jaú;43;150;;150;0
2020/04;163;CIA DO CORPO ACADEMIA;71;0;;0;0
2020/04;166;Hama Pilates Sede;145;38023;;0;0
2020/04;171;Bio Aventura;250;20508;;10473;7385
2020/04;176;Torga Squash Fit;74;0;;0;0
2020/04;177;Natural Done;76;13429;;0;10384
2020/04;179;CROSSFIT PORTAO;112;21849;;10261;11000
2020/04;181;06 PHD SPORTS - FILIPINAS - CAJURU 181;306;20784;;2324;18383
2020/04;190;Wah Lum Kung Fu Brasil;17;4672;;1660;0
2020/04;200;Escola HidrosFera - Natação e Hidroginástica;602;66247;;0;0
2020/04;202;CF GALÁTICOS;49;11152;;8665;1694
2020/04;204;Academia Thai Brasil;752;64519;;57411;4042
2020/04;221;SIMIONI TEAM;61;2156;;891;0
2020/04;226;Academia Fênix;42;931;;931;0
2020/04;227;BLACK BELT MMA SCHOOL;163;15429;;12542;213
2020/04;230;Xperience Sports Center;82;10586;;281;10304
2020/04;233;Academia Corpus;130;7333;;5415;339
2020/04;239;ZANELLA FITNESS;699;41547;;35406;0
2020/04;261;PARREIRAS SPORTS e COMMUNITY FIT;90;5403;;4344;0
2020/04;264;Training Tech Fitness Center;192;55127;;20122;11481
2020/04;266;SPORT COMPANY NATAÇÃO E GINASTICA S/C LTDA;91;6024;;2765;0
2020/04;269;GALLE PERSONAL STUDIO;0;2072;;0;0
2020/04;280;Academia Vip Fit;241;18343;;458;17186
2020/04;290;CLÍNICA SENIOR GYM;84;23503;;23160;0
2020/04;297;Academia Workout Fit;41;813;;813;0
2020/04;299;Academia Movimentacao;1529;155753;;11162;134020
2020/04;300;Cross Roncador;137;12363;;2238;7757
2020/04;301;Academia Physical Life;258;11563;;3884;5520
2020/04;304;MUSCLE PLUS ACADEMIA;60;2561;;2561;0
2020/04;309;ACADEMIA LB ESPORTES;373;38769;;25170;516
2020/04;311;TopFlex Academia;72;2995;;1254;1680
2020/04;312;CHINA TEAM;53;5381;;547;3389
2020/04;313;Conquiste Saúde;362;40952;;1278;39411
2020/04;323;Academia VIVA+;327;24259;;24259;0
2020/04;327;OMNI ACADEMIA;190;17888;;4968;12620
2020/04;329;IMPERIO FITNESS;47;1039;;484;0
2020/04;338;Academia Mbrasil;384;28807;;26707;2099
2020/04;341;StrongerFit;217;4050;;0;0
2020/04;342;ACADEMIA SHAPE;227;17530;;2110;14327
2020/04;349;BODY ONE FIT;268;22035;;14322;6294
2020/04;361;Cia da Forma;299;22444;;18743;3460
2020/04;373;UNDER PRESSURE;133;11984;;3754;5385
2020/04;378;Espaço Mov;27;17957;;0;0
2020/04;379;ACADEMIA CORPORYUM;406;31945;;8078;22839
2020/04;388;Academia Sparta fit;21;3409;;1413;0
2020/04;412;FIT COMPANY (FILIAL);772;44798;;39111;2839
2020/04;416;Bona Crossfit;188;22170;;1606;12410
2020/04;418;NATSU ACADEMIA;165;15353;;15353;0
2020/04;426;Greenfit Academia;260;11324;;5629;5411
2020/04;428;Via Água Club;294;69533;;22572;0
2020/04;431;Elton Marinato Studio Funcional;67;3867;;0;240
2020/04;432;PER4MANCE ACADEMIA;76;7631;;7631;0
2020/04;435;FORCE FITNESS;196;3973;;3973;0
2020/04;436;07 PHD SPORTS - PEDRO IVO - CENTRO 436;284;14752;;2886;11606
2020/04;439;Battlefield Gym;36;5381;;4298;691
2020/04;447;CrossFit Lion's Fire;113;24552;;6901;15644
2020/04;450;Vitae Academia;135;8821;;8821;0
2020/04;451;Crossfit V6;223;46293;;32488;0
2020/04;452;EFFICIENCY GYM;253;14098;;14098;0
2020/04;453;09 PHD SPORTS - GUABIROTUBA 453;509;46356;;994;45086
2020/04;454;UPLAY FITNESS - GUARAPUAVA;1254;100064;;92399;3886
2020/04;458;FIVE ONE FITNESS;267;30694;;19811;9782
2020/04;463;Alliance Lago Norte;25;4048;;4048;0
2020/04;466;OnLife Funcional Fitness Clube;232;34610;;1397;9739
2020/04;467;ESPAÇO ATIVO PILATES;56;14501;;3047;5415
2020/04;472;XTREME FIGHT & FITNESS;82;5616;;5616;0
2020/04;473;DASFIT TREINAMENTO FUNCIONAL;86;19607;;5762;6078
2020/04;474;INSANIT GYM;101;8341;;6635;810
2020/04;480;FLAME POLE STUDIO;31;2440;;0;0
2020/04;481;UPLAY FITNESS - PINHAIS;597;45344;;43047;2297
2020/04;495;19 PHD SPORTS - LEOPOLDO JACOMEL - PINHAIS 495;695;65221;;7492;55720
2020/04;497;EAGLES CROSS TRAINING;63;7387;;6507;0
2020/04;499;Ecolife Saude;45;15135;;11187;287
2020/04;503;Flow Inn Estudio;0;3915;;0;0
2020/04;541;FIT PREMIUM - MERCES;326;50745;;33160;16153
2020/04;543;ACADEMIA GIGAFIT;175;9866;;9866;0
2020/04;546;Cl Fitness;15;11571;;0;0
2020/04;549;Academia Via Mulher;38;4842;;2806;354
2020/04;591;Academia Max Sports;84;1420;;615;0
2020/04;622;WM FItness;959;64954;;33695;29871
2020/04;631;CROSS EXTRA HARD;35;789;;0;0
2020/04;640;ACADEMIA CGE;228;7997;;6448;0
2020/04;671;Una Studio;17;4846;;0;4106
2020/04;677;Crossfit Kerberos;78;18295;;12179;713
2020/04;678;Studio Personality;24;7885;;338;3250
2020/04;682;Graciosa Country Club;476;0;;0;0
2020/04;704;WM HEALTH;329;18900;;18573;0
2020/04;728;F2 Academia;120;12960;;5970;0
2020/04;732;Joy - Treinamento Funcional e Pilates;24;2794;;469;0
2020/04;786;Moove Treinamento Funcional;39;6102;;1447;2771
2020/04;790;Academia Body Fit - Unidade 1;218;25557;;22595;1180
2020/04;803;KOMANDOS BRASILFIT;58;3996;;343;3038
2020/04;818;UP! Fitness;87;6536;;6536;0
2020/04;820;RH PRO STUDIO;114;20359;;0;9364
2020/04;826;Studio Chronos Panamby;40;22696;;11868;0
2020/04;833;Crossfit Silver Lake;70;2826;;0;0
2020/04;858;IMA;38;3559;;0;2102
2020/04;860;STRONGER CROSS;39;5724;;317;4597
2020/04;861;ESCOLINHA DE FUTEBOL AMÉRICA;71;6472;;4817;1565
2020/04;866;EQUILIBRIUM SPRADA;525;37251;;2829;33965
2020/04;875;Cerrado Crossfit;41;8891;;0;0
2020/04;893;Fênix Centro de Treinamento;32;4146;;968;0
2020/04;902;03 PHD SPORTS - SANTA QUITÉRIA 902;573;38858;;1637;35914
2020/04;907;WS NATAÇÃO;411;52111;;44590;0
2020/04;910;Vstrong;106;21373;;1509;18668
2020/04;917;Forseti Centro de Treinamento;163;14601;;2486;3938
2020/04;940;02 PHD SPORTS - REBOUÇAS 940;824;54941;;5286;49159
2020/04;945;01 PHD SPORTS - BACACHERI 945;265;19784;;2863;16491
2020/04;947;Clínica do Movimento;16;4050;;0;0
2020/04;952;Academia S5;100;3781;;148;3633
2020/04;971;MB ASSESSORIA ESPORTIVA;20;0;;0;0
2020/04;973;CrossFit City Wolves;166;34591;;21726;0
2020/04;977;M1 FITNESS CENTER;255;50462;;1187;31902
2020/04;981;TOPLIFE ACADEMIA;136;11405;;7573;0
2020/04;997;Nobre Arte Academia de Boxe;113;12964;;11652;0
2020/04;1015;Academia Fitness Plus;277;28485;;961;27063
2020/04;1017;EQUILIBRIUM FERRARIA;353;25666;;1737;23928
2020/04;1033;CrossFit Vingadores;96;11351;;0;8646
2020/04;1049;CF Piumhi;107;5610;;0;0
2020/04;1057;ACADEMIA SMART FIT;125;4568;;4014;0
2020/04;1075;Black Box Training;66;12847;;0;10201
2020/04;1086;CROSSFIT HARDBREAK;136;32375;;6458;16744
2020/04;1100;ARENA ONE ACADEMIA;281;25620;;11136;8701
2020/04;1118;PROFIT STUDIO;160;44392;;9883;0
2020/04;1123;Academia Oxy Place;682;81455;;32158;48744
2020/04;1146;Break Limits;43;10380;;733;2442
2020/04;1151;Corpo funcional cross;39;2760;;2480;0
2020/04;1152;HIIT FITNESS;60;4551;;518;678
2020/04;1163;K2 Itacorubi;78;19472;;0;6043
2020/04;1177;Tribo Fitness Chácara;40;9375;;3313;3177
2020/04;1182;Eik? Artes Marciais;44;6916;;6916;0
2020/04;1190;Academia Quality Body;369;19341;;16084;0
2020/04;1191;CROSSFIT FIRE HAWKS;51;16691;;1684;13719
2020/04;1219;studio fitness monise glatzl;48;19574;;11374;0
2020/04;1228;Viva Pilates SP;16;3467;;0;0
2020/04;1232;Vibe Cross Training;26;2974;;0;152
2020/04;1246;EVOLUA IÇARA;32;4975;;0;0
2020/04;1250;TRIBO GUARUJÁ;63;13429;;0;13280
2020/04;1254;Focus Academia;440;36772;;2093;34362
2020/04;1272;Santé Treinamento Funcional;140;50901;;0;45538
2020/04;1278;Head Office;115;4432;;4432;0
2020/04;1280;Academia La Santé!;56;7432;;0;0
2020/04;1284;Tribo Fitness Mesquita;124;19045;;1151;16489
2020/04;1291;Elite Cross;62;2550;;2491;0
2020/04;1300;Clínica Fitness D2;80;18009;;0;7735
2020/04;1301;Novo Futuro Studio;6;3284;;0;1693
2020/04;1305;MOV CLUBE FITNESS;81;10995;;6697;1575
2020/04;1308;TIA ILKA - ALPHAVILLE;212;50318;;43616;0
2020/04;1310;PRIX;529;59952;;14616;22017
2020/04;1318;Evolua Morro da Fumaça;33;6361;;0;0
2020/04;1322;Yôga School;108;21599;;8813;0
2020/04;1328;UPLAY FITNESS - AV BRASILIA;579;64394;;37817;26576
2020/04;1334;TIA ILKA - UNIDADE OESTE;302;59976;;50555;0
2020/04;1341;Academia World Fitness;153;14828;;0;3169
2020/04;1344;Movimento A Instituto de Saúde Física e Mental;37;3807;;3807;0
2020/04;1346;MegaRace Centro Fitness;194;22455;;790;9877
2020/04;1353;Hama Pilates Premium;66;26342;;2199;736
2020/04;1361;max training;88;17346;;5043;7752
2020/04;1371;DOMINIO FITNESS;1027;37463;;34612;0
2020/04;1376;H2o Studio - Treinamento funcional e Pilates;94;28978;;20854;0
2020/04;1390;Crossfit Maringá 2;46;6479;;1497;4490
2020/04;1392;Shamu Natação;215;18341;;16216;0
2020/04;1400;WA Danças - Unidade Paulista;275;57406;;8940;42872
2020/04;1408;Penduricália Acrobacia Aérea;22;5877;;35;0
2020/04;1435;CROSSTAINER;124;26883;;7368;7445
2020/04;1436;Unidade Glória - RTesser Life Studio;36;14469;;0;0
