date;cod_cliente;cliente_nome;alunos_ativos;total_em_recebiveis;total_conta_pagar;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia
2021/02;119;FISIOMASTER JARDIM;0;49945;;30747;0
2021/02;124;Galpão 898;0;7468;;5681;0
2021/02;125;SPACE GYM BACACHERI;0;27952;;23018;1383
2021/02;128;THE KING GYM;0;9393;;3182;6031
2021/02;129;LIFE TEAM;0;5750;;3721;1680
2021/02;133;NARA GUEDES BRANDAO - ME;0;4660;;0;0
2021/02;134;ACADEMIA UP BY GURIK;0;9060;;7412;259
2021/02;153;Fisiomaster Praia;0;65565;;38384;20864
2021/02;161;Esporte Clube XV de Novembro de Jaú;0;0;;0;0
2021/02;163;CIA DO CORPO ACADEMIA;0;710;;0;0
2021/02;166;Hama Pilates Sede;0;500;;0;0
2021/02;171;Bio Aventura;0;11494;;9097;1509
2021/02;176;Torga Squash Fit;0;960;;0;0
2021/02;177;Natural Done;0;8256;;0;8256
2021/02;179;CROSSFIT PORTAO;0;23638;;11205;12433
2021/02;181;06 PHD SPORTS - FILIPINAS - CAJURU 181;0;13641;;2341;11001
2021/02;190;Wah Lum Kung Fu Brasil;0;1905;;679;1076
2021/02;200;Escola HidrosFera - Natação e Hidroginástica;0;23247;;2729;20518
2021/02;202;CF GALÁTICOS;0;8135;;1702;6432
2021/02;204;Academia Thai Brasil;0;56062;;41033;13869
2021/02;221;SIMIONI TEAM;0;1534;;995;0
2021/02;226;Academia Fênix;0;1893;;1613;0
2021/02;227;BLACK BELT MMA SCHOOL;0;15334;;10743;132
2021/02;230;Xperience Sports Center;0;9051;;96;8954
2021/02;233;Academia Corpus;0;5660;;5023;179
2021/02;239;ZANELLA FITNESS;0;35110;;33464;0
2021/02;261;PARREIRAS SPORTS e COMMUNITY FIT;0;8268;;7606;0
2021/02;264;Training Tech Fitness Center;0;13703;;11258;0
2021/02;266;SPORT COMPANY NATAÇÃO E GINASTICA S/C LTDA;0;0;;;
2021/02;269;GALLE PERSONAL STUDIO;0;0;;0;0
2021/02;280;Academia Vip Fit;0;12813;;246;12395
2021/02;290;CLÍNICA SENIOR GYM;0;12294;;12107;0
2021/02;297;Academia Workout Fit;0;1371;;1119;0
2021/02;299;Academia Movimentacao;0;66423;;3879;60972
2021/02;300;Cross Roncador;0;12990;;3054;8982
2021/02;301;Academia Physical Life;0;11647;;8525;3122
2021/02;304;MUSCLE PLUS ACADEMIA;0;5887;;5424;0
2021/02;309;ACADEMIA LB ESPORTES;0;19214;;14328;457
2021/02;311;TopFlex Academia;0;2738;;1783;750
2021/02;312;CHINA TEAM;0;2512;;219;2106
2021/02;313;Conquiste Saúde;0;41186;;2260;38499
2021/02;323;Academia VIVA+;0;10758;;9344;86
2021/02;327;OMNI ACADEMIA;0;9788;;3609;5991
2021/02;329;IMPERIO FITNESS;0;1226;;764;0
2021/02;338;Academia Mbrasil;0;25586;;24440;89
2021/02;341;StrongerFit;0;1715;;0;0
2021/02;342;ACADEMIA SHAPE;0;4669;;2713;1955
2021/02;349;BODY ONE FIT;0;20686;;17502;2186
2021/02;361;Cia da Forma;0;22417;;19464;1820
2021/02;373;UNDER PRESSURE;0;8107;;2149;5404
2021/02;378;Espaço Mov;0;0;;;
2021/02;379;ACADEMIA CORPORYUM;0;21689;;9723;11514
2021/02;388;Academia Sparta fit;0;2833;;2833;0
2021/02;412;FIT COMPANY (FILIAL);0;26439;;24181;426
2021/02;416;Bona Crossfit;0;16138;;1094;14629
2021/02;418;NATSU ACADEMIA;0;10538;;9387;0
2021/02;426;Greenfit Academia;0;10134;;8896;0
2021/02;428;Via Água Club;0;34244;;22614;0
2021/02;431;Elton Marinato Studio Funcional;0;515;;0;0
2021/02;432;PER4MANCE ACADEMIA;0;1298;;120;0
2021/02;435;FORCE FITNESS;0;5338;;4486;0
2021/02;436;07 PHD SPORTS - PEDRO IVO - CENTRO 436;0;8995;;1881;6251
2021/02;439;Battlefield Gym;0;113;;113;0
2021/02;447;CrossFit Lion's Fire;0;11804;;2437;9367
2021/02;450;Vitae Academia;0;9997;;9667;0
2021/02;451;Crossfit V6;0;29560;;19723;0
2021/02;452;EFFICIENCY GYM;0;12611;;11502;0
2021/02;453;09 PHD SPORTS - GUABIROTUBA 453;0;28603;;4116;24401
2021/02;454;UPLAY FITNESS - GUARAPUAVA;0;73557;;69508;973
2021/02;458;FIVE ONE FITNESS;0;21811;;11400;7003
2021/02;463;Alliance Lago Norte;0;1355;;0;957
2021/02;466;OnLife Funcional Fitness Clube;0;14767;;878;13889
2021/02;467;ESPAÇO ATIVO PILATES;0;4655;;1273;3382
2021/02;472;XTREME FIGHT & FITNESS;0;5683;;258;0
2021/02;473;DASFIT TREINAMENTO FUNCIONAL;0;6790;;2379;4410
2021/02;474;INSANIT GYM;0;3048;;2395;653
2021/02;480;FLAME POLE STUDIO;0;0;;;
2021/02;481;UPLAY FITNESS - PINHAIS;0;29321;;19726;7069
2021/02;495;19 PHD SPORTS - LEOPOLDO JACOMEL - PINHAIS 495;0;55099;;11835;42437
2021/02;497;EAGLES CROSS TRAINING;0;3580;;3580;0
2021/02;499;Ecolife Saude;0;1695;;643;287
2021/02;503;Flow Inn Estudio;0;0;;;
2021/02;541;FIT PREMIUM - MERCES;0;29914;;17207;12138
2021/02;543;ACADEMIA GIGAFIT;0;6760;;6302;0
2021/02;546;Cl Fitness;0;0;;0;0
2021/02;549;Academia Via Mulher;0;1324;;1127;96
2021/02;591;Academia Max Sports;0;723;;0;0
2021/02;622;WM FItness;0;29026;;16473;12354
2021/02;631;CROSS EXTRA HARD;0;319;;0;0
2021/02;640;ACADEMIA CGE;0;7835;;6514;0
2021/02;671;Una Studio;0;3571;;0;3571
2021/02;677;Crossfit Kerberos;0;10787;;6153;3819
2021/02;678;Studio Personality;0;3034;;0;2184
2021/02;682;Graciosa Country Club;0;0;;0;0
2021/02;704;WM HEALTH;0;15937;;15937;0
2021/02;728;F2 Academia;0;7900;;7230;0
2021/02;732;Joy - Treinamento Funcional e Pilates;0;510;;140;0
2021/02;786;Moove Treinamento Funcional;0;3646;;180;3466
2021/02;790;Academia Body Fit - Unidade 1;0;18290;;15998;0
2021/02;803;KOMANDOS BRASILFIT;0;4302;;1663;2461
2021/02;818;UP! Fitness;0;7074;;6004;0
2021/02;820;RH PRO STUDIO;0;6150;;1170;4594
2021/02;826;Studio Chronos Panamby;0;11515;;10582;0
2021/02;833;Crossfit Silver Lake;0;1310;;0;0
2021/02;858;IMA;0;1045;;0;1045
2021/02;860;STRONGER CROSS;0;5448;;192;5255
2021/02;861;ESCOLINHA DE FUTEBOL AMÉRICA;0;360;;242;117
2021/02;866;EQUILIBRIUM SPRADA;0;36965;;5619;30319
2021/02;875;Cerrado Crossfit;0;449;;0;0
2021/02;893;Fênix Centro de Treinamento;0;57;;57;0
2021/02;902;03 PHD SPORTS - SANTA QUITÉRIA 902;0;23997;;3901;18542
2021/02;907;WS NATAÇÃO;0;36343;;33325;0
2021/02;910;Vstrong;0;15349;;3074;12206
2021/02;917;Forseti Centro de Treinamento;0;6662;;2773;3709
2021/02;940;02 PHD SPORTS - REBOUÇAS 940;0;30198;;6590;23077
2021/02;945;01 PHD SPORTS - BACACHERI 945;0;13109;;2985;9295
2021/02;947;Clínica do Movimento;0;0;;;
2021/02;952;Academia S5;0;5085;;276;3527
2021/02;971;MB ASSESSORIA ESPORTIVA;0;0;;0;0
2021/02;973;CrossFit City Wolves;0;20694;;18726;0
2021/02;977;M1 FITNESS CENTER;0;26276;;0;26096
2021/02;981;TOPLIFE ACADEMIA;0;7434;;6836;0
2021/02;997;Nobre Arte Academia de Boxe;0;12911;;12579;0
2021/02;1015;Academia Fitness Plus;0;20085;;579;19065
2021/02;1017;EQUILIBRIUM FERRARIA;0;21116;;1830;18686
2021/02;1033;CrossFit Vingadores;0;6905;;0;6725
2021/02;1049;CF Piumhi;0;2148;;0;0
2021/02;1057;ACADEMIA SMART FIT;0;4438;;3818;0
2021/02;1075;Black Box Training;0;12533;;211;12142
2021/02;1086;CROSSFIT HARDBREAK;0;29575;;5415;24160
2021/02;1100;ARENA ONE ACADEMIA;0;31278;;5624;25434
2021/02;1118;PROFIT STUDIO;0;15007;;14747;0
2021/02;1123;Academia Oxy Place;0;46124;;15392;30266
2021/02;1146;Break Limits;0;1810;;1810;0
2021/02;1151;Corpo funcional cross;0;3151;;3151;0
2021/02;1152;HIIT FITNESS;0;1824;;0;1434
2021/02;1163;K2 Itacorubi;0;8252;;0;7362
2021/02;1177;Tribo Fitness Chácara;0;2271;;1886;0
2021/02;1182;Eik? Artes Marciais;0;10746;;;
2021/02;1190;Academia Quality Body;0;19865;;18497;0
2021/02;1191;CROSSFIT FIRE HAWKS;0;21379;;3422;17957
2021/02;1219;studio fitness monise glatzl;0;7559;;3783;0
2021/02;1228;Viva Pilates SP;0;335;;0;0
2021/02;1232;Vibe Cross Training;0;119;;0;0
2021/02;1246;EVOLUA IÇARA;0;2337;;2337;0
2021/02;1250;TRIBO GUARUJÁ;0;14474;;686;13647
2021/02;1254;Focus Academia;0;30474;;641;29005
2021/02;1272;Santé Treinamento Funcional;0;40082;;0;40082
2021/02;1278;Head Office;0;4783;;4091;0
2021/02;1280;Academia La Santé!;0;1405;;0;0
2021/02;1284;Tribo Fitness Mesquita;0;23513;;1267;22245
2021/02;1291;Elite Cross;0;1185;;731;144
2021/02;1300;Clínica Fitness D2;0;4175;;0;3835
2021/02;1301;Novo Futuro Studio;0;0;;0;0
2021/02;1305;MOV CLUBE FITNESS;0;8977;;2465;5187
2021/02;1308;TIA ILKA - ALPHAVILLE;0;19450;;16799;0
2021/02;1310;PRIX;0;39558;;22023;15475
2021/02;1318;Evolua Morro da Fumaça;0;3735;;3150;0
2021/02;1322;Yôga School;0;10379;;1155;8009
2021/02;1328;UPLAY FITNESS - AV BRASILIA;0;42569;;26272;16297
2021/02;1334;TIA ILKA - UNIDADE OESTE;0;38398;;33548;0
2021/02;1341;Academia World Fitness;0;323;;0;323
2021/02;1344;Movimento A Instituto de Saúde Física e Mental;0;386;;0;0
2021/02;1346;MegaRace Centro Fitness;0;11564;;1383;10102
2021/02;1353;Hama Pilates Premium;0;1976;;1445;6
2021/02;1361;max training;0;8026;;1454;6129
2021/02;1371;DOMINIO FITNESS;0;1078;;1025;0
2021/02;1376;H2o Studio - Treinamento funcional e Pilates;0;18788;;13279;0
2021/02;1390;Crossfit Maringá 2;0;6755;;1599;4999
2021/02;1392;Shamu Natação;0;0;;0;0
2021/02;1400;WA Danças - Unidade Paulista;0;30683;;5307;25123
2021/02;1408;Penduricália Acrobacia Aérea;0;0;;;
2021/02;1435;CROSSTAINER;0;15703;;5436;9720
2021/02;1436;Unidade Glória - RTesser Life Studio;0;185;;0;0
2021/02;1437;Meu Personal de Bolso;0;0;;0;0
2021/02;1456;BOX SE7E;0;1795;;525;820
2021/02;1463;JAB L.U.T.A.S.;0;19639;;16468;0
2021/02;1478;Akacia Amarela;0;0;;;
2021/02;1494;Plié Namastê Studio;0;4033;;0;4033
2021/02;1512;FORMA FITNESS ACADEMIA;0;0;;0;0
2021/02;1539;Primal Cross;0;0;;0;0
2021/02;1570;Steel Giants;0;14194;;4437;9757
2021/02;1571;Armel CrossFit;0;28974;;5267;22616
2021/02;1577;Split Pole Studio;0;567;;187;0
2021/02;1580;CROSSFIT PARAGUAÇU;0;3673;;3325;0
2021/02;1588;Studio Latos Pilates;0;1530;;0;0
2021/02;1599;Tribo - Vale do Sol;0;1355;;0;1115
2021/02;1600;Viva Bem;0;0;;;
2021/02;1601;CT Evox;0;5648;;5473;175
2021/02;1606;Tribo fitness Unidade Curvelo;0;3107;;0;2147
2021/02;1614;Pratique Cross;0;731;;0;0
2021/02;1618;Academia Body Fit - Unidade 2;0;26629;;23770;0
2021/02;1630;13 PHD SPORTS - VIP - CAJURU 1630;0;22560;;1953;19860
2021/02;1633;KOR CROSSFIT 2;0;6416;;0;6416
2021/02;1649;CF SOLDIERS;0;3180;;2533;407
2021/02;1650;NEOFITNESS;0;37558;;19629;0
2021/02;1664;Soc Emp Alive Studios LTDA;0;3851;;0;3851
2021/02;1684;Instituto Verbalize;0;4397;;0;4397
2021/02;1687;LIFIT TRAINING - A. RATOS;0;6658;;138;6519
2021/02;1690;Barong Crossfit;0;18026;;13473;3066
2021/02;1705;Flashover Bancários;0;9202;;2584;6618
2021/02;1713;Núcleo 7 Esferas do Tao;0;8321;;0;8321
2021/02;1717;Studio Personal Trainer Mogi - Adão Silva;0;8661;;5376;2365
2021/02;1721;Gym Pilates - Alphaville;0;2182;;0;0
2021/02;1729;CT SEARA - Vôlei de praia;0;0;;;
2021/02;1732;ABS Studio Personalizado;0;2735;;890;0
2021/02;1739;Acqua Fitness;0;44429;;40273;249
2021/02;1740;Pura Vida Pilates;0;9517;;3711;0
2021/02;1752;PROLOGUE Box CrossFit;0;3486;;0;3096
2021/02;1756;Crossfire;0;11779;;11110;298
2021/02;1766;BABY GYM - ACADEMIA PARA BEBÊS;0;965;;867;98
2021/02;1780;Corpilates – Equilíbrio e Saúde;0;13133;;10463;0
2021/02;1790;Alive Natação;0;1937;;0;0
2021/02;1791;Up Fit Studio Personal Trainer;0;554;;;
2021/02;1794;Clube Náutico Riachuelo;0;48;;0;48
2021/02;1801;Juninho Tennis;0;31418;;1116;30302
2021/02;1815;CENTRAL FITNESS;0;25795;;5039;19935
2021/02;1825;Vsa fitness;0;710;;0;0
2021/02;1826;Tribo Fitness São Carlos;0;0;;;
2021/02;1831;Maisstreino;0;10279;;0;10279
2021/02;1833;11 PHD SPORTS - UBERABA 1833;0;26949;;4613;21979
2021/02;1836;HJ Fitness;0;31260;;13195;16367
2021/02;1888;Osy Fit - Maracana;0;38278;;35570;0
2021/02;1898;Oasis Academia;0;22708;;435;21852
2021/02;1912;TRIBO FITNESS ANGRA;0;2820;;694;1429
2021/02;1920;Cityvida Capão Bonito;0;9119;;5904;2556
2021/02;1921;Power Training;0;450;;;
2021/02;1927;Boa forma studio personal e treinamento funcional;0;909;;0;789
2021/02;1934;Cross1Fit;0;7542;;0;7542
2021/02;1936;CFP9 CasaShopping;0;94072;;4795;89055
2021/02;1943;Academia Ramirez;0;559;;434;124
2021/02;1945;MAFIA CF CROSSTRAINING;0;2934;;0;2934
2021/02;1949;BABY GYM;0;5685;;1114;4571
2021/02;1951;AKTIVE CENTRO DE SAUDE E BEM ESTAR;0;2526;;0;2156
2021/02;1954;EMAGREFIT;0;0;;;
2021/02;1955;KOR CrossFit;0;28953;;0;28953
2021/02;1966;Academia Bio Fitness;0;40851;;38322;504
2021/02;1967;centro de treinamento body & soul;0;8671;;0;8671
2021/02;1990;Tribo fitness unidade Belém;0;976;;0;866
2021/02;1991;CT BOLA PRA CIMA;0;0;;0;0
2021/02;1992;Kahu CrossFit;0;17643;;0;17643
2021/02;1996;Elleven Futebol Studio;0;4843;;3077;554
2021/02;1998;STUDIO BROOK FIGHTER;0;753;;0;753
2021/02;2000;Saúde e fitness;0;0;;;
2021/02;2022;VIVA ACADEMIA DE NATAÇÃO E HIDROGINÁSTICA;0;10816;;9571;0
2021/02;2023;UNIDADE 1 ITAPARK;0;15597;;14696;610
2021/02;2027;JSJ ESPORTES E ENTRETENIMENTO LTDA;0;17975;;13311;2586
2021/02;2028;MOREIRA FIT I;0;280;;0;0
2021/02;2034;ACADEMIA COLISEO;0;37618;;5837;30306
2021/02;2087;Studio Angelo Molina;0;9557;;0;9064
2021/02;2088;UPEX FIT;0;19335;;17719;0
2021/02;2092;SOU PILATES;0;0;;;
2021/02;2103;2103;0;0;;;
2021/02;2139;Intense Fitness Itabira;0;8611;;5290;2471
2021/02;2174;Unit55 CrossFit;0;25269;;0;25269
2021/02;2179;CROSSBOX;0;1897;;0;1357
2021/02;2193;OSY FIT - Guaraituba;0;25499;;23569;0
2021/02;2198;Centro de Treinamento Team Cruz;0;16480;;3809;10737
2021/02;2204;ARENA EKO;0;12339;;164;12174
2021/02;2205;I9 CROSSFIT;0;2244;;1790;0
2021/02;2216;Estúdio Andréa Schaidt;0;190;;0;0
2021/02;2224;Bravus centro de treinamento;0;6023;;4583;1309
2021/02;2229;Fit House;0;1766;;0;1766
2021/02;2231;Centro de Natação Camboriú;0;23070;;1492;20122
2021/02;2240;Grupo Joyce Fitness;0;4241;;3791;0
2021/02;2265;CFJM;0;36355;;4085;32094
2021/02;2276;ACADEMIA R2;0;47547;;37834;2171
2021/02;2303;Studio Funcional 360 Studio;0;12399;;2984;9414
2021/02;2312;Studio Nataraja Flow Yoga;0;9895;;8770;1124
2021/02;2344;Tribo fitness São luis Maranhão;0;3550;;3400;0
2021/02;2360;BIOTRAINING;0;9715;;8646;0
2021/02;2367;Academia Black Bull Fit;0;19323;;7050;12098
2021/02;2387;Vitta Physio;0;1558;;1309;248
2021/02;2389;Arena;0;6096;;5667;0
2021/02;2397;Vessel CrossFit;0;9086;;1974;6575
2021/02;2408;Studio Core - Saúde & Performance;0;3075;;0;3075
2021/02;2419;BODYFIT - Movimente-se!;0;595;;0;0
2021/02;2433;CROSSFIT ESTIVADORES;0;21738;;21215;0
2021/02;2448;Focus Gym;0;1599;;1599;0
2021/02;2473;EDER PIRES RUN & FITNESS ASSESSORIA;0;770;;620;0
2021/02;2490;Crossfit 6450;0;20462;;742;19720
2021/02;2497;Cross Let's Wod Americana;0;15878;;2438;13439
2021/02;2501;Bodytrend;0;1142;;254;0
2021/02;2502;Extremo vigor academia;0;1395;;706;0
2021/02;2516;ATP ENERGY ACADEMIA;0;12172;;2618;9444
2021/02;2518;Fort Cross;0;4452;;3238;0
2021/02;2522;Academia Vita FIT;0;5110;;1430;3680
2021/02;2525;HI Power Fitness Center;0;8951;;7153;1076
2021/02;2536;Crossfit 79;0;22858;;1796;21061
2021/02;2543;Tubarão CrossFit;0;10396;;9983;412
2021/02;2544;Crossfit Invictus MG;0;10387;;9975;0
2021/02;2550;RIP HUMAN PERFORMANCE - ÁGUA VERDE;0;13970;;2954;11015
2021/02;2565;STUDIO ÃNANDDA;0;7543;;913;6232
2021/02;2569;CrossFit Guepardo;0;36060;;23411;12252
2021/02;2572;Academia Vibe;0;7594;;232;4929
2021/02;2577;32 PHD SPORTS - JARDIM DA AMERICAS;0;11171;;1070;9774
2021/02;2601;Musculação Estivadores;0;18892;;12267;5229
2021/02;2609;CrossTx;0;0;;;
2021/02;2610;CROSSFIT LP;0;5409;;4994;277
2021/02;2613;OverFit;0;15754;;11883;3071
2021/02;2624;Crossfit Caçadores;0;947;;0;0
2021/02;2633;SER ATIVO - STUDIO E ASSESSORIA ESPORTIVA;0;3516;;0;3516
2021/02;2647;26 PHD SPORTS - Boqueirão 2647;0;15030;;1423;13328
2021/02;2648;Mangata Crossfit;0;18841;;18608;0
2021/02;2649;Arbo Crossfit;0;44842;;3366;41076
2021/02;2661;Muscle Room;0;7437;;6734;702
2021/02;2663;Yoga OM;0;2901;;269;2631
2021/02;2671;Eiger Crossfit;0;3200;;2050;1150
2021/02;2679;Pilates OldSchool;0;0;;0;0
2021/02;2696;Brolex Body Studio;0;40799;;29634;0
2021/02;2698;Academia Force Fit;0;2466;;918;1114
2021/02;2709;ACADEMIA DUQUE DE CAXIAS;0;0;;0;0
2021/02;2712;Studio Gil Pilates;0;1647;;1299;0
2021/02;2713;CROSSFIT CRISTO REI;0;10603;;10603;0
2021/02;2720;CARDIO FITNESS TREINAMENTO FUNCIONAL;0;0;;;
2021/02;2725;Acqua life baby&kids;0;32317;;2750;28995
